soldier_acft_id,test_date,uic,mos,sex,rank,rank_category,pay_grade,age_at_test,test_type,profile,raw_plank,raw_strength_deadlift,raw_standing_power_throw,raw_hand_release_push_up,raw_sprint_drag_carry,raw_2mi_run,raw_alt_aerobic,plank_score,strength_deadlift_score,alt_aerobic_event,standing_power_throw_score,hand_release_push_up_score,sprint_drag_carry_score,2mi_run_score,alt_aerobic_score,total_score,test_status,deadlift_not_attempted,plank_not_attempted,power_throw_not_attempted,pushup_not_attempted,sprint_not_attempted
F092E952-7610-4F88-B0E0-AB1950F7D4E2,6/20/2024,W00101,12A,F,COL,Officer,O6,49,RECORD,none,200,150,5.8,20,'02:22','19:15',,100,79,,87,90,98,84,,538,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
A0A36BB0-F177-4AF2-84B3-8081F180E75E,7/17/2024,W00101,35N,M,SGT,NCO,E5,22,RECORD,none,218,340,10.9,66,'01:52','18:02',,100,100,,89,100,81,74,,544,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
0E6B9D42-0C6D-491B-870E-10A29D76C328,11/15/2024,W00129,35T,F,SGT,NCO,E5,26,RECORD,none,130,160,5.3,24,'02:17','20:47',,74,87,,71,82,88,68,,470,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
6EC2ECF8-F2AF-4C9C-9BA0-BA6ADA513324,6/20/2024,W00111,35N,M,SPC,Enlisted,E4,21,RECORD,none,180,250,9,48,'01:57','15:21',,87,83,,77,93,76,90,,506,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C5F781EC-B138-498F-8766-46040C4B6399,7/23/2024,W00131,42A,M,SPC,Enlisted,E4,20,RECORD,none,155,220,7.9,30,'1:51','17:59',,80,77,,67,72,82,73,,451,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
7C856CEE-90D2-4A46-8DA0-F5895BB50172,12/7/2024,W00145,35S,M,PFC,Enlisted,E3,20,RECORD,none,155,150,8.2,43,'01:51','17:30',,80,61,,70,88,82,76,,457,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
8329D6BC-4E89-4AA0-92C8-887A8CCEB7E1,7/17/2024,W00122,35N,M,PFC,Enlisted,E3,20,RECORD,none,120,140,7.9,25,'02:19','19:13',,69,60,,67,68,61,66,,391,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C20B9A78-6246-48B0-BD05-D0122754CC2B,5/28/2024,W00101,35A,M,CPT,Officer,O3,34,RECORD,none,121,150,9.1,20,'01:54','16:34',,74,66,,73,68,84,85,,450,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
25DBF46F-D50A-4A2F-ACAA-AA0B286333BA,4/5/2024,W00131,35N,F,SSG,NCO,E6,30,RECORD,none,80,190,6.6,25,'02:20','21:35',,60,94,,87,86,87,63,,477,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
6CDFFE51-EB3D-4629-BCAB-05F2A4D9D9E5,2/21/2024,W00112,35N,M,SSG,NCO,E6,34,RECORD,none,135,220,7.2,40,'01:53','18:21',,78,77,,61,86,85,73,,460,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
94AE737A-DB60-4221-8F79-5547116F7179,7/26/2024,W00101,27D,F,SGT,NCO,E5,27,RECORD,none,215,200,5.5,32,'02:25','20:07',,100,96,,74,89,83,72,,514,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
2F41DE1C-631C-4DDD-BC43-511111F2AA28,6/10/2024,W00113,35N,M,SPC,Enlisted,E4,30,RECORD,none,106,160,6.5,22,'02:08','20:40',,68,65,,60,69,69,62,,393,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
7762DA1B-E2F2-408D-AE4B-EB2655B0EC6C,12/4/2024,W00114,35P,F,CPL,NCO,E4,29,RECORD,none,112,140,5,29,'02:23','19:22',,70,71,,65,89,85,77,,457,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
2941C264-1A92-4108-9558-42EA6E336AC3,6/3/2024,W00111,35S,M,PFC,Enlisted,E3,25,RECORD,none,100,140,7.1,10,'01:46','21:00',,64,60,,61,60,87,61,,393,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
24753E25-4761-4A31-81FA-5D84177C9498,11/13/2024,W00122,35S,M,PFC,Enlisted,E3,17,DIAGNOSTIC,none,84,160,6.4,37,'02:15','17:21',,48,64,,60,80,63,77,,392,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
05F11DAE-E924-4572-9EA5-3D47A9E52B71,5/24/2024,W00111,35N,M,PFC,Enlisted,E3,18,DIAGNOSTIC,none,223,300,7.1,38,'01:42','14:10',,100,93,,62,82,91,97,,525,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
A5F506A0-31A8-4A71-9FCD-22DB417C44E7,12/3/2024,W00112,35S,M,SPC,Enlisted,E4,36,RECORD,none,132,280,6.7,37,'02:10','19:14',,77,88,,60,83,70,68,,446,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
3A4226AA-70EA-493E-A82F-724CA8B5527E,11/18/2024,W00129,35T,M,SSG,NCO,E6,31,RECORD,none,90,310,8.3,35,'02:03','16:50',,63,90,,66,80,72,82,,453,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
B0DEC8F0-8C4B-492B-9375-744A84894867,4/23/2024,W00101,35P,M,SFC,NCO,E7,44,RECORD,Permanent Profile,138,180,8.5,31,'02:10',,'20:43',81,76,12 KM Bike,72,83,77,0,60,449,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
FF8DFFD8-0A3F-4202-8F91-9A8E482B3374,10/21/2024,W00113,352N,M,CW3,Warrant,W3,44,RECORD,none,80,220,9.3,17,'01:55','18:57',,63,84,,81,69,90,72,,459,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E4E942A3-9DF7-486B-83E5-21319D222619,7/11/2024,W00133,35S,F,SFC,NCO,E7,37,RECORD,Permanent Profile,142,140,6.1,20,'02:23',,'23:13',82,71,5 KM Row,86,86,91,0,60,476,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
F8AE5DC7-8FAF-4EA6-A938-33F5A7CB1BA5,9/3/2024,W00131,35N,M,SFC,NCO,E7,37,RECORD,Permanent Profile,165,280,13.5,41,'02:00','18:10',,89,91,,100,89,82,76,,527,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
D29F8D69-25F6-4CD8-8BAC-40DE6F6D61F4,11/18/2024,W00113,35N,M,SSG,NCO,E6,27,RECORD,Permanent Profile,134,,10.4,20,,,'24:45',76,60,12 KM Bike,84,66,60,0,60,406,PASS,TRUE,FALSE,FALSE,FALSE,TRUE
70B8F224-DFB3-4C14-B050-C0D90185441A,8/22/2024,W00112,35N,M,SGT,NCO,E5,23,RECORD,none,104,220,8.8,25,'01:53','18:17',,65,75,,71,70,80,73,,434,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
D71494A4-E516-41A6-8D13-46EEC17B6A31,4/19/2024,W00112,35N,F,SSG,NCO,E6,25,RECORD,none,128,200,6.8,16,'02:12','20:23',,73,96,,90,71,92,71,,493,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
51A00F4D-AD00-4558-9FBD-2D934CB45497,2/1/2024,W00112,35N,M,SGT,NCO,E5,29,RECORD,none,114,140,6.8,11,'02:17','17:48',,70,60,,60,61,64,76,,391,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E3A52521-97AC-4920-936A-A302280BBD13,3/19/2024,W00111,42A,M,SPC,Enlisted,E4,18,DIAGNOSTIC,none,121,240,7.3,32,'02:04','18:25',,69,82,,63,75,69,70,,428,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
0982A793-FCCC-4439-A27C-6A65D2FDBA17,2/14/2024,W00129,35T,M,PFC,Enlisted,E3,19,DIAGNOSTIC,none,70,240,7.3,25,'02:15','29:50',,20,82,,63,68,63,0,,296,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
FDF11883-E62B-47AD-8918-4F0D238BA5E4,10/22/2024,W00122,35Z,M,SGM,NCO,E9,43,RECORD,none,152,340,12.2,40,'01:57','16:47',,85,100,,99,90,89,88,,551,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
F18D37DD-1043-4BD9-AED1-630382C90D29,3/6/2024,W00113,352N,M,CW3,Warrant,W3,44,RECORD,none,90,220,9.2,20,'01:56','18:49',,66,84,,80,73,90,73,,466,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
500E60A0-62BC-4BC9-A4D5-DC33E7233C4C,10/30/2024,W00129,35A,F,CPT,Officer,O3,27,RECORD,none,151,230,9.2,28,'02:05','18:30',,82,100,,100,89,96,84,,551,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
45053CA6-0AE6-4C99-9E36-A19ABA175572,5/6/2024,W00122,35P,M,SSG,NCO,E6,32,RECORD,none,91,240,10,25,'01:39','20:56',,65,81,,82,72,96,61,,457,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C55BF48E-D397-4C80-9550-B2CA0C30B873,3/20/2024,W00133,35S,M,SGT,NCO,E5,32,RECORD,none,76,140,8.3,11,'02:25','20:02',,60,60,,67,61,62,64,,374,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
16D8FBC2-26CE-4049-8B69-EDCC0ED01752,8/22/2024,W00112,35N,M,SGT,NCO,E5,26,RECORD,none,102,180,7.7,20,'01:58','15:50',,65,69,,64,66,76,89,,429,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
BFA8ED32-5EC8-4B54-90B9-ADB161923C8D,12/10/2024,W00113,35N,F,SSG,NCO,E6,35,RECORD,Permanent Profile,,,5.8,,,,'20:37',60,60,5 KM Row,78,60,60,0,60,378,PASS,TRUE,TRUE,FALSE,TRUE,TRUE
F1B53537-9705-41DA-A3ED-732878486A7B,2/29/2024,W00112,35T,M,SGT,NCO,E5,29,RECORD,none,90,220,9.3,34,'01:46','19:54',,63,75,,75,79,89,64,,445,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
61149260-0D1D-4778-8B45-FE20092BB43C,9/5/2024,W00114,35N,M,SGT,NCO,E5,21,RECORD,none,91,280,9.5,24,'01:55','19:33',,60,90,,82,67,78,65,,442,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
EE12DE4B-C5D5-4562-800F-9C5B0E07796D,9/9/2024,W00133,35S,M,SPC,Enlisted,E4,23,RECORD,none,65,240,8.8,21,'02:06','24:35',,20,79,,71,68,69,0,,307,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
7B16422B-158F-43B3-A6AA-A730FD0B8E03,10/21/2024,W00133,35S,M,SPC,Enlisted,E4,20,RECORD,none,92,180,8.5,36,'01:52','18:54',,60,68,,73,79,81,68,,429,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
53AE3466-F10E-44D2-BE3F-704A87AF531D,12/2/2024,W00111,42A,M,PV2,Enlisted,E2,19,RECORD,none,125,200,7.5,20,'1:59','17:49',,70,72,,65,64,74,74,,419,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
FC9D77E5-738E-4F4D-95A1-92E1686D8676,11/13/2024,W00111,35S,M,PFC,Enlisted,E3,18,DIAGNOSTIC,none,124,160,7,10,'02:29','40:00',,70,64,,62,60,59,0,,315,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
29DEA932-6EF0-4DFB-BA92-9C55E823163F,10/21/2024,W00133,35S,M,SGT,NCO,E5,28,RECORD,none,151,260,8.9,44,'01:54','21:14',,82,84,,71,88,81,60,,466,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
FC2BF507-CA49-4C43-9B48-C19949F32973,8/13/2024,W00114,35N,F,SSG,NCO,E6,33,RECORD,Permanent Profile,185,160,5.3,40,,,'26:12',93,88,5 KM Row,70,97,60,0,60,468,PASS,FALSE,FALSE,FALSE,FALSE,TRUE
F362F64B-EC88-47B7-91B1-6DB9DFB643B4,6/14/2024,W00131,35S,M,SFC,NCO,E7,31,RECORD,none,155,220,11.1,31,'02:01','20:47',,83,75,,90,75,74,61,,458,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C4B5077D-24C0-438E-A83D-359806559EE7,5/29/2024,W00131,42B,F,CPT,Officer,O3,28,RECORD,none,210,140,7.3,41,'02:05','19:02',,100,71,,94,97,96,79,,537,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
BD7374C5-40E6-4A28-B6A3-967360CD6BB7,3/29/2024,W00114,35A,M,CPT,Officer,O3,26,RECORD,none,220,340,9.4,50,'01:35','16:09',,100,100,,77,94,96,87,,554,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E0778E9C-5173-42FD-B96E-6BFB7B51D4F1,10/22/2024,W00122,35N,M,SGT,NCO,E5,22,RECORD,none,150,250,9.1,40,'01:40','20:36',,80,81,,74,84,93,62,,474,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
18E4DEB6-DC9F-42FC-9C44-5BD898473907,10/7/2024,W00114,35N,M,SPC,Enlisted,E4,28,RECORD,none,93,280,8.4,43,'02:06','20:16',,64,87,,67,87,70,63,,438,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
FC274B85-B7A9-4529-9834-F265F79CF795,11/15/2024,W00131,42A,F,PV2,Enlisted,E2,18,DIAGNOSTIC,none,99,160,4.2,43,'2:35','21:56',,62,87,,60,96,74,63,,442,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
6DEED68D-969D-430F-BB01-F10A0CD65FBC,5/16/2024,W00112,35N,M,SSG,NCO,E6,32,RECORD,none,96,140,9.1,15,'01:54','18:36',,66,60,,73,64,84,71,,418,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C7340C5B-8968-4ABA-B834-8773B6DB7A91,5/21/2024,W00111,35S,M,SGT,NCO,E5,24,RECORD,none,242,260,9,26,'01:35','17:06',,100,84,,73,71,96,80,,504,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
1C41466A-DD93-4A6F-AA2C-2CB3BC6BF2C0,4/11/2024,W00114,35A,M,CPT,Officer,O3,28,RECORD,none,215,310,9.2,58,'01:32','13:57',,100,90,,73,98,98,99,,558,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
D3860DF8-2069-48F5-B73E-1EDC1AD370C6,10/23/2024,W00113,35P,M,SGT,NCO,E5,26,RECORD,none,115,200,7.3,18,'01:57','18:03',,69,71,,62,65,76,74,,417,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
044C9865-139F-44C9-AEE1-63EDDF0DBCB8,12/9/2024,W00145,35N,M,SPC,Enlisted,E4,23,RECORD,none,211,240,7.5,40,'01:56','20:11',,98,79,,63,84,77,64,,465,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
D74C7A1D-ED01-40DB-9B5D-1A3367B5D742,5/21/2024,W00112,35N,M,SPC,Enlisted,E4,23,RECORD,none,180,290,10.2,55,'01:32','16:06',,89,89,,85,97,99,87,,546,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
CC1DF90F-B995-4F23-A0DA-E9A2F6C51B3D,2/20/2024,W00111,35S,M,SSG,NCO,E6,34,RECORD,Permanent Profile,150,150,9,20,,,'14:30',83,66,12 KM Bike,72,68,60,0,60,409,PASS,FALSE,FALSE,FALSE,FALSE,TRUE
FA61EA59-B68E-45E1-B39B-DA4287B216EE,1/22/2024,W00145,35N,M,PFC,Enlisted,E3,26,RECORD,none,83,180,6,25,'2:35','23:42',,56,69,,44,70,56,9,,304,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
3F541677-D940-421E-B654-0E8A4EA7148C,3/13/2024,W00101,35A,M,MAJ,Officer,O4,34,RECORD,none,207,340,13.9,40,'01:33','16:07',,100,100,,100,86,100,89,,575,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
0012CE45-80A9-4D11-80A8-2CE067F9192E,4/23/2024,W00112,35N,M,SSG,NCO,E6,25,DIAGNOSTIC,none,230,160,8.6,21,'01:50','17:07',,100,65,,70,68,83,80,,466,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
7ACBA34B-50BB-46DA-9802-870F2443104A,5/30/2024,W00114,35P,F,SSG,NCO,E6,34,RECORD,Permanent Profile,212,,,,,,'28:23',100,60,5 KM Row,60,60,60,0,60,400,PASS,TRUE,FALSE,TRUE,TRUE,TRUE
0CDC7240-14ED-4BB9-8064-0F4D465100DE,4/24/2024,W00113,35P,F,CPL,NCO,E4,22,RECORD,none,93,160,5.4,27,'02:36','19:26',,62,87,,72,85,74,77,,457,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
6140D0A0-02FA-4AD3-9F65-732677EED2EB,6/20/2024,W00112,35N,M,SGT,NCO,E5,30,RECORD,none,120,180,7.1,24,'02:05','17:03',,72,69,,61,70,71,81,,424,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
1B08EA20-0F97-4A98-98B4-B165EF803A05,8/23/2024,W00112,35N,M,SGT,NCO,E5,25,RECORD,none,120,320,8.3,39,'1:42','18:00',,70,92,,68,83,91,74,,478,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
B84370E9-B83F-4746-95E5-CF3A08EECCAA,6/20/2024,W00112,35N,M,SPC,Enlisted,E4,28,RECORD,none,95,310,10.6,25,'02:15','22:45',,64,90,,86,70,65,37,,412,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
71E63157-4B38-4FAA-8884-C348AA97A65C,5/10/2024,W00129,25S,M,PFC,Enlisted,E3,26,RECORD,none,158,300,10.8,39,'1:57','17:02',,82,89,,89,83,76,81,,500,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E06F1B76-8448-409D-ACFF-9EC1A1F610CE,10/23/2024,W00122,35N,F,SSG,NCO,E6,30,RECORD,Permanent Profile,,200,,22,,,'19:41',60,95,12 KM Bike,60,82,60,0,60,417,PASS,FALSE,TRUE,TRUE,FALSE,TRUE
5D67D024-54B0-4172-BFD5-B9EF368A8172,12/19/2024,W00111,35S,M,SSG,NCO,E6,34,RECORD,Permanent Profile,140,150,9,20,,,'24:18',80,66,5 KM Row,72,68,60,0,60,406,PASS,FALSE,FALSE,FALSE,FALSE,TRUE
55DDCE06-B854-401C-84EF-BF251CF3FA90,5/17/2024,W00145,35S,M,SGT,NCO,E5,25,RECORD,none,98,300,11.4,40,'1:35','18:05',,64,89,,93,84,96,74,,500,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
22B8F322-20ED-4A1A-A447-674F29E2A603,5/15/2024,W00145,35N,M,SGT,NCO,E5,23,RECORD,none,152,230,8.1,42,'01:47','16:33',,80,77,,66,86,86,84,,479,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C96CA0B3-CE07-488F-B00E-E3809A7B93EB,8/14/2024,W00111,35N,M,SSG,NCO,E6,29,RECORD,none,94,220,11.9,31,'01:48','19:09',,64,75,,94,75,87,68,,463,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C953B95C-D5BD-497C-A308-29C5EC773EFE,8/13/2024,W00129,25B,M,SGT,NCO,E5,21,RECORD,none,203,340,12.2,58,'01:54','15:31',,94,100,,98,100,79,89,,560,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
710DCF3E-AD29-4F22-95DA-DEF634923002,2/23/2024,W00112,35N,M,SGT,NCO,E5,22,RECORD,none,126,220,10.2,30,'01:52','19:17',,72,75,,85,73,81,67,,453,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
8DFD0E95-7491-48CD-9998-C5D49E1AA950,11/4/2024,W00114,35P,M,SGT,NCO,E5,26,RECORD,none,214,340,11.7,50,'01:37','16:41',,99,100,,94,94,95,83,,565,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
90F869EC-5ABB-40D6-BF3E-D436B6AF0FF6,3/18/2024,W00111,35S,M,PFC,Enlisted,E3,25,RECORD,none,90,140,6,10,'03:08','29:01',,61,60,,44,60,23,0,,248,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
B8FA7023-EA87-4753-B80B-454B648F56B7,10/8/2024,W00132,35S,M,SSG,NCO,E6,35,RECORD,none,132,220,9.6,36,'02:06','18:30',,77,77,,78,83,72,72,,459,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
1B1DC407-9170-4E0E-9116-B4842C07D5EB,10/7/2024,W00114,35N,M,PFC,Enlisted,E3,24,RECORD,none,184,140,7,35,'02:14','19:05',,90,60,,61,80,65,68,,424,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
AF13C70B-4FF1-4BEB-8ABD-B9B4EFB34E7C,10/8/2024,W00111,35S,M,SSG,NCO,E6,28,RECORD,none,147,250,10.2,37,'01:54','19:13',,80,81,,83,82,81,67,,474,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
42DBE556-A958-4A27-9B89-677A0E52D093,11/18/2024,W00145,35N,M,SPC,Enlisted,E4,24,RECORD,none,88,230,9.2,24,'01:51','24:41',,61,77,,75,69,82,0,,364,FAIL,FALSE,FALSE,FALSE,FALSE,FALSE
84C88BB0-B223-4E7B-A16E-C0393241930A,12/4/2024,W00129,25B,M,CPL,NCO,E4,27,RECORD,none,106,260,10.5,52,'01:52','19:45',,68,84,,85,95,83,65,,480,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
9F5774D6-5907-432B-B35E-79E0865292DB,9/17/2024,W00111,35N,M,SPC,Enlisted,E4,23,RECORD,none,226,240,7,33,'01:38','18:47',,100,79,,61,78,94,70,,482,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
06186BCD-5774-4EB5-8A43-A8F442DBBA92,3/26/2024,W00113,35P,F,SGT,NCO,E5,22,RECORD,none,216,140,4.9,43,'02:02','16:45',,100,71,,65,97,97,94,,524,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
50E000B5-C0F7-453A-987B-510016098A74,3/26/2024,W00113,35P,M,SGT,NCO,E5,35,RECORD,none,148,140,7.4,47,'02:00','18:04',,82,60,,62,92,78,74,,448,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E890F6B9-854A-43D2-BFE6-B98F6DFD845F,4/18/2024,W00113,35N,M,SPC,Enlisted,E4,33,RECORD,none,206,210,7.9,50,'01:57','19:43',,100,75,,64,94,81,65,,479,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
03D9F5BF-1352-4C27-86EE-2863C3AB9CAA,5/16/2024,W00112,35N,F,SPC,Enlisted,E4,20,RECORD,none,94,160,6,25,'02:30','21:33',,61,87,,83,78,78,65,,452,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
EED31A7A-F4E1-470D-A6BB-F9ED4F16F2FF,7/9/2024,W00145,35N,M,PFC,Enlisted,E3,20,RECORD,none,220,280,9,45,'01:57','16:09',,100,90,,77,90,76,85,,518,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
4F6A651B-B651-4180-9D99-A1591F6ACA7D,4/24/2024,W00101,56A,M,MAJ,Officer,O4,46,RECORD,Permanent Profile,181,140,6.6,33,'02:42','18:25',,94,60,,60,86,60,76,,436,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
C769D092-73E2-4CDA-AF47-167562A43683,6/5/2024,W00133,35S,M,PFC,Enlisted,E3,19,RECORD,none,96,200,7.2,30,'01:46','21:26',,61,72,,63,72,87,60,,415,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
B0D90585-AB28-41E3-B5EF-D94954089A82,5/8/2024,W00121,35P,M,SSG,NCO,E6,40,RECORD,Permanent Profile,201,240,8.8,43,'01:36',,'26:44',100,84,5 KM Row,72,91,100,0,60,507,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
04900802-7B2E-458F-8B65-74406CBA1F5D,6/9/2024,W00133,35S,M,SGT,NCO,E5,26,RECORD,none,90,340,12.5,50,'1:45','20:30',,61,100,,98,94,88,63,,504,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
5309F13E-8003-4E91-9CAD-94FFB368C6B3,6/12/2024,W00101,35F,F,SPC,Enlisted,E4,21,RECORD,none,118,180,5,35,'02:24','22:55',,68,94,,68,89,83,61,,463,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
4DF332C3-57BE-4045-8780-D4478C230DDA,9/16/2024,W00133,35S,M,PFC,Enlisted,E3,20,RECORD,none,101,170,7.2,47,'01:55','17:41',,63,67,,63,92,78,75,,438,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
9FB69505-BEA5-41FC-A732-3066CA619836,2/21/2024,W00121,35S,M,PFC,Enlisted,E3,20,RECORD,none,187,270,7.6,41,'01:45','15:43',,89,87,,65,86,88,88,,503,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
0B975D8B-56E2-479C-B216-3E3A169D1557,5/5/2024,W00112,35A,M,CPT,Officer,O3,30,RECORD,none,194,340,11.8,54,'02:08','16:10',,95,100,,94,96,69,87,,541,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
1CDA58E9-8EFF-47B8-8AB1-51E2C6AC06C1,2/22/2024,W00111,35A,M,MAJ,Officer,O4,41,RECORD,none,180,310,8.6,44,'01:40','15:37',,93,94,,70,92,98,93,,540,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
1318F088-8B34-4680-A391-3F28CCD9F449,11/1/2024,W00112,35N,M,SSG,NCO,E6,33,RECORD,none,122,140,7.4,29,'01:55','17:57',,74,60,,62,75,83,75,,429,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
58D45F73-E482-426B-8AF3-8FEB1B9476CF,4/25/2024,W00129,35T,M,SPC,Enlisted,E4,28,RECORD,none,92,240,8.9,33,'02:03','17:51',,63,79,,71,78,72,75,,438,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
11E5961F-2C55-40DE-8249-528BDF391B12,12/11/2024,W00131,35S,M,SGT,NCO,E5,26,RECORD,Permanent Profile,90,,8.9,11,,,'21:41',61,60,5 KM Row,72,60,60,0,60,373,PASS,TRUE,FALSE,FALSE,FALSE,TRUE
B09A577D-F024-4E62-A6F5-51855FBEDECB,3/4/2024,W00131,25B,M,SGT,NCO,E5,30,RECORD,none,100,200,11,15,'02:03','18:46',,66,71,,89,63,72,70,,431,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
D1E112EA-5552-4B53-B070-E140704E4873,2/1/2024,W00112,35N,F,SGT,NCO,E5,29,RECORD,none,129,150,5.4,25,'02:40','18:42',,75,79,,71,86,72,82,,465,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
50560665-2AB5-4B3B-8F60-B70201A45439,5/3/2024,W00145,35N,M,SGT,NCO,E5,22,RECORD,none,172,310,12.1,46,'01:27','15:17',,86,90,,96,90,100,92,,554,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
E60039E8-BF89-448E-91C1-5B44323C0BAE,2/27/2024,W00121,35F,M,SPC,Enlisted,E4,22,RECORD,none,110,280,9.4,34,'01:46','18:00',,67,88,,77,79,87,74,,472,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
2EC87E69-B81B-4A51-87C9-AFD20322C1AA,12/3/2024,W00121,42A,M,PV2,Enlisted,E2,24,DIAGNOSTIC,none,152,260,9.9,34,'1:43','17:35',,80,84,,82,79,90,77,,492,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
862DF88F-DF6A-4E29-BAC8-8CBBDC5FE3DC,2/28/2024,W00113,35P,M,SSG,NCO,E6,27,RECORD,none,134,340,11.2,47,'01:47','19:01',,76,100,,90,91,88,68,,513,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
6758802A-D81F-4633-9887-33FAA16543FF,3/29/2024,W00101,35P,M,SFC,NCO,E7,38,DIAGNOSTIC,none,121,340,9.1,21,'01:42','18:23',,75,100,,75,71,97,74,,492,PASS,FALSE,FALSE,FALSE,FALSE,FALSE
